Count,Dataset,Session,Movie,Location,Coordinate_y,Coordinate_x,GT_u,GT_v,Resp_u_mean,Resp_v_mean,Resp_u_std,Resp_v_std
,8,7,1,7,274,661,1.637817,-0.1781616,6.588388663,-4.439050913,2.576365661,3.827047529
,8,7,1,8,343,699,9.114136,-4.675369,7.461596313,-8.263010811,3.517273932,2.407773551
,8,7,1,9,329,839,11.74835,-2.724472,10.70779036,-5.815597889,3.237512727,2.392038803
,8,7,1,10,181,843,3.167725,1.997131,9.121617176,1.940963424,2.178299598,2.178335078
,8,7,2,1,125,192,2.879364,0.5580444,-5.228292869,1.497743479,4.372364606,2.624591765
,8,7,2,2,297,298,-13.49832,-2.568527,-9.554570161,-6.73061933,3.011180459,3.291113236
,8,7,2,3,241,303,-3.959869,1.334564,-8.07285247,-2.594425487,2.888179557,2.572877469
,8,7,2,4,370,342,-8.762268,-9.295471,-5.962527399,-9.138047052,2.381427573,2.933924425
,8,7,2,5,67,366,1.222412,4.984619,-2.251648853,6.490682381,0.9149701,2.123843036
,8,7,2,6,373,450,1.162872,-10.16426,-1.099073345,-10.95935953,2.144510009,4.056037679
,8,7,2,7,338,576,10.39514,-4.438843,6.595882991,-7.70649685,3.632746351,2.455389736
,8,7,2,8,316,694,14.02612,-2.12117,8.727314302,-5.427447211,5.023135393,2.286294393
,8,7,2,9,71,708,11.09039,6.193481,6.115199638,4.623137394,3.648768983,2.844971168
,8,7,2,10,156,849,19.07745,4.647949,11.07292646,0.988348183,3.176189035,2.136004407
,8,8,1,1,327,119,-11.61122,-2.501938,-7.355933016,-4.768673882,3.183796047,2.15305993
,8,8,1,2,85,132,6.80658,-1.3508,2.46313322,-0.298089728,7.620229116,4.639831501
,8,8,1,3,331,225,-8.524261,-3.062866,-6.37878249,-6.455155885,5.040795464,2.857338438
,8,8,1,4,358,281,-11.29208,-6.916901,-5.352146128,-7.503747465,4.502012347,2.612329548
,8,8,1,5,256,345,3.385712,0.09890747,1.096893882,-3.75828182,4.153601533,4.254547908
,8,8,1,6,376,394,-4.190613,-10.63504,-1.747144815,-10.24689997,2.2305889,3.692878232
,8,8,1,7,112,470,4.060394,4.391724,4.021754422,-0.848064899,1.516692003,6.457010657
,8,8,1,8,342,531,7.925354,-4.921051,5.274495267,-7.792167131,3.678481317,3.166291447
,8,8,1,9,325,641,13.16022,-2.970123,8.026057699,-5.132559863,3.58545473,2.284968812
,8,8,1,10,178,750,14.80847,3.580078,9.883658738,-0.068636979,3.47517711,3.997622083
,8,8,2,1,147,167,-14.14577,5.809021,-9.084776098,4.698928771,3.390144083,2.774972498
,8,8,2,2,271,185,-5.534286,-0.001617432,-8.684706426,-0.155653026,2.006019628,2.067359268
,8,8,2,3,342,300,-11.63589,-4.842163,-7.094640794,-7.968785209,2.687623745,2.907151226
,8,8,2,4,102,409,-1.389252,4.645844,-2.34758394,8.025864751,1.75465063,2.553482605
,8,8,2,5,365,437,-3.415924,-8.707733,-2.294312433,-9.721457426,2.107460714,3.442890084
,8,8,2,6,292,508,-7.965179,-0.399231,-4.088085037,0.22303042,8.93532782,2.399977768
,8,8,2,7,357,587,9.55365,-7.281372,6.058674253,-8.257199087,3.639737902,3.340062278
,8,8,2,8,296,629,-4.971069,-0.3332672,-2.609986118,-0.210990147,7.642819242,2.224217167
,8,8,2,9,117,748,10.67737,5.794495,8.417477185,4.17927356,2.741755664,4.555660124
,8,8,2,10,289,772,9.16687,-0.5456696,9.217039567,1.319950343,2.37148576,1.341605483
,8,9,1,1,266,133,-6.672729,0.09564209,-10.6572507,-0.81903057,3.571293119,1.408216408
,8,9,1,2,264,243,-4.584122,0.1299744,-7.98131378,-0.270464502,2.483800721,1.085984749
,8,9,1,3,286,331,9.242554,-0.5276489,4.087987128,-1.124502953,8.57778291,3.319701024
,8,9,1,4,354,335,-11.754,-6.748413,-5.925019412,-8.675818767,2.443502666,3.288486599
,8,9,1,5,283,399,11.51016,-0.4342957,3.316825924,-3.677327991,6.675963847,5.723472081
,8,9,1,6,373,438,-4.290314,-10.35884,-3.114057721,-11.48300249,1.100747277,3.591624794
,8,9,1,7,371,568,8.656372,-9.939011,3.949220244,-10.37452462,1.80831515,3.109840003
,8,9,1,8,340,656,11.64917,-4.612961,9.233111488,-8.336930276,4.261114637,3.441487674
,8,9,1,9,298,686,15.92725,-2.131836,10.10906755,-5.488792058,3.960511728,2.18845609
,8,9,1,10,122,787,5.369995,2.601196,9.227213965,3.306437421,2.75721049,2.338421977
,8,9,2,1,140,191,-16.25558,4.057037,-11.89034078,2.560887608,4.476994821,2.270507214
,8,9,2,2,352,433,-11.32407,-6.724411,-6.985727262,-8.748048199,3.232815887,2.938881712
,8,9,2,3,285,480,-14.35876,-0.5898132,-9.799599357,-2.165921756,2.556198016,1.115433103
,8,9,2,4,368,535,-2.236206,-9.316513,0.463559569,-9.908922334,3.119827255,3.569388396
,8,9,2,5,281,537,-13.2403,-0.3291016,-5.157370034,-1.45553125,7.153858305,1.512954946
,8,9,2,6,154,553,-5.984253,1.957275,-8.805022993,2.693007876,3.005255104,2.419547756
,8,9,2,7,281,612,8.081787,-0.1808167,2.558211376,1.31030435,9.465354982,3.256131614
,8,9,2,8,363,654,7.358582,-7.874435,5.96993264,-8.639598505,2.384371774,2.822867387
,8,9,2,9,283,663,8.273438,-0.2006836,4.438823759,2.026682559,9.582387221,3.059393483
,8,9,2,10,341,813,11.19543,-3.925964,9.334317366,-5.618177625,3.739353114,2.849988659
,8,10,1,1,97,128,-14.22449,5.420349,-10.86952701,5.610931254,3.365622045,3.751632251
,8,10,1,2,252,185,-11.14496,0.493103,-9.800481236,-2.442756082,3.23473588,3.854005905
,8,10,1,3,374,235,-13.60057,-4.378769,-9.481952216,-5.829872071,2.827282194,3.480244667
,8,10,1,4,402,437,-5.548248,-7.03598,-4.403648358,-7.533886966,2.247921389,3.350231129
,8,10,1,5,415,524,-0.6655273,-8.497986,0.875649209,-9.088792056,2.778564886,3.648665675
,8,10,1,6,425,603,4.4776,-9.715889,2.300972189,-8.432470155,3.88961665,3.53474765
,8,10,1,7,410,696,8.866516,-7.825806,5.12983466,-7.910023375,5.398283905,2.577164431
,8,10,1,8,274,799,4.681641,-0.124939,4.113788567,-8.644015269,2.613010383,5.717654858
,8,10,1,9,275,865,7.322021,-0.1793518,7.093200527,-5.613022122,3.108359991,5.740347296
,8,10,1,10,372,869,12.1236,-4.007462,6.727732437,-6.703447597,5.625136274,2.798810318
,8,10,2,1,242,216,-17.90538,1.94101,-8.515879529,-5.410883761,3.382222183,3.809864478
,8,10,2,2,95,249,-7.171967,5.436615,-6.757347637,6.15090839,2.945122757,3.332766502
,8,10,2,3,392,316,-8.043976,-5.942261,-5.858238402,-8.280620007,3.233120125,2.537107725
,8,10,2,4,282,382,-10.71759,-0.1513977,-8.413565572,0.348221638,3.886753646,1.528089619
,8,10,2,5,411,481,0.0295105,-8.007088,-0.263520375,-9.978265893,1.071900854,4.142998124
,8,10,2,6,292,625,-8.333191,-0.3382721,-8.29612529,-0.743969661,2.718929394,1.052160608
,8,10,2,7,393,669,9.298706,-6.042831,6.312875517,-8.321229683,3.250749328,2.880461173
,8,10,2,8,288,699,-7.171143,-0.2752838,-8.108752309,-0.664951882,2.553672037,1.120653777
,8,10,2,9,360,830,12.43097,-3.183472,8.757692724,-5.537954295,3.64603864,2.209934509
,8,10,2,10,101,896,9.086182,3.697876,8.529812286,4.65089331,3.547400397,2.421625526
,8,11,1,1,203,94,-9.121811,1.593781,-7.239205247,1.489828687,2.870572663,1.106916079
,8,11,1,2,93,198,-7.668121,4.812805,-6.077816615,3.592742598,2.431952417,1.787808388
,8,11,1,3,356,241,-8.12291,-2.900833,-5.737096595,-3.420151407,1.667840497,1.674180794
,8,11,1,4,116,417,-1.304871,3.177124,-1.213437107,3.273334523,1.128433854,2.267056562
,8,11,1,5,415,421,-3.489929,-8.483269,-2.615791752,-6.433627301,1.188031781,1.857780248
,8,11,1,6,414,600,6.966553,-8.362839,3.91744315,-6.320900419,1.427996155,1.612676344
,8,11,1,7,78,653,4.76239,5.308197,3.843521007,4.225424462,1.73171525,3.152757917
,8,11,1,8,380,753,11.95447,-4.803345,5.65133178,-4.31259227,2.068624398,1.923224224
,8,11,1,9,248,771,7.157227,0.5539551,7.530680829,1.091956554,1.504425175,0.87601806
,8,11,1,10,139,854,9.893188,3.48233,8.053493842,3.643588595,2.072092233,1.975327338
,8,11,2,1,91,187,-2.677551,2.651428,-5.164173029,1.247589017,4.530804123,1.569389444
,8,11,2,2,392,219,-10.94638,-5.878906,-3.422540826,-4.760675205,4.919711504,3.529972295
,8,11,2,3,282,221,9.641388,-0.140564,8.572199452,2.03114706,3.180999565,1.104780432
,8,11,2,4,288,334,8.262665,-0.1530609,7.961631432,2.078530191,2.821533857,1.060921005
,8,11,2,5,397,429,-0.9099426,-6.431274,-2.628102915,-7.293304945,2.629547558,2.992058065
,8,11,2,6,386,606,7.536499,-5.370499,4.589941133,-6.538387633,2.209847491,2.967250348
,8,11,2,7,88,663,7.299683,5.646301,8.048614358,3.692114137,3.090458237,2.975695135
,8,11,2,8,262,750,7.129761,0.1715088,7.34469599,0.311598642,4.013310443,1.791879248
,8,11,2,9,370,769,13.25793,-3.989288,8.532135454,-4.697315367,3.239630575,2.560179418
,8,11,2,10,217,881,13.84497,1.624115,10.02989724,1.074101721,3.066850281,2.878669713
,8,12,1,1,257,100,-4.407654,0.2480164,-7.575846208,-1.374650953,2.294577655,1.497089953
,8,12,1,2,396,166,-12.95265,-6.227173,-6.190622917,-4.173650611,3.155154704,5.443146256
,8,12,1,3,276,269,-3.156647,-0.1558838,-6.852060126,-5.018610114,4.451687485,1.950445752
,8,12,1,4,427,326,-7.109467,-9.902351,-2.938774588,-4.283227308,7.074003145,4.016075883
,8,12,1,5,332,329,12.44016,-0.1441193,7.686655988,2.244216091,3.417860745,1.809942633
,8,12,1,6,441,495,3.684906,-11.90411,3.734340001,-7.808547366,2.67702089,5.829816572
,8,12,1,7,302,527,9.41925,-0.04333496,6.670810242,2.818581097,3.732991277,2.49519398
,8,12,1,8,390,664,11.52881,-5.782257,7.658261733,-6.5136123,3.796121456,2.112777687
,8,12,1,9,145,798,8.318787,2.255402,9.589297651,2.845320747,2.80366352,1.169126292
,8,12,1,10,282,871,11.63354,-0.2641602,11.55087636,-1.121130383,2.789422894,2.498938635
,8,12,2,1,343,92,-5.988136,-1.211243,-8.348017155,-3.958145573,4.217193632,2.44465631
,8,12,2,2,86,147,-11.18889,6.190857,-9.019377789,4.570925268,3.835170262,1.705814764
,8,12,2,3,391,308,-8.359039,-5.843002,-6.376073703,-7.928939167,3.833204688,2.80194471
,8,12,2,4,409,525,2.502197,-7.775017,2.447120711,-9.978974837,0.968879267,4.099083275
,8,12,2,5,392,683,9.907104,-5.942825,6.710621268,-7.618573939,3.983579758,2.233837692
,8,12,2,6,283,702,3.312744,-0.1873474,5.340724222,-0.392559158,1.652489665,3.121981429
,8,12,2,7,170,737,3.699707,1.442566,5.557289444,3.060036319,2.544315664,1.298248511
,8,12,2,8,279,779,4.462524,-0.1312561,6.44260759,0.831471379,2.489921365,0.657337677
,8,12,2,9,369,825,13.53687,-3.870316,8.949792459,-6.270371093,4.000323314,3.072392906
,8,12,2,10,265,861,5.355225,0.07684326,6.144284145,0.729467995,2.69015308,1.075269823
,9,1,1,1,279,131,-12.84375,-8.34375,-9.371814202,-3.84846654,4.011087994,5.539966222
,9,1,1,2,135,188,-16.09375,-9.90625,-10.59395008,2.921184396,5.610984664,3.587812754
,9,1,1,3,167,237,-18.84375,-1.78125,-10.30725548,3.863854795,5.614316297,3.302562226
,9,1,1,4,137,333,10.0625,-10.3125,-3.433728771,2.227472515,7.429455391,7.337042658
,9,1,1,5,361,340,-8.90625,-14.90625,1.127934763,-3.829811079,9.267375974,6.352448938
,9,1,1,6,392,368,12.4375,-6.40625,6.802038654,-5.37193414,6.06328967,5.255293709
,9,1,1,7,345,431,2.9375,2.46875,-0.797023155,-1.459317976,8.569615823,6.584479431
,9,1,1,8,200,573,-11.25,5.65625,-5.904962497,1.043707313,7.669207451,5.719585355
,9,1,1,9,351,599,14.71875,-0.34375,12.25172297,-4.549492919,3.100064641,1.860755042
,9,1,1,10,293,616,6.84375,1.71875,11.12459217,-1.595924837,4.275824211,2.580727443
,9,1,2,1,281,129,2.1875,6.875,2.99485776,3.201047742,7.129140688,7.549645117
,9,1,2,2,331,272,15.84375,1.1875,11.7242043,-1.768637274,3.923033746,3.400922543
,9,1,2,3,253,290,7.875,4.46875,9.058823288,-2.19992101,3.801666016,3.946694963
,9,1,2,4,154,317,-12.28125,3.25,-0.978695608,2.487067564,12.34418292,5.517851033
,9,1,2,5,311,317,15.40625,3.25,10.4459025,-1.033366256,4.574822632,4.405097788
,9,1,2,6,233,414,-1.21875,10.875,-1.328633002,7.477666192,4.453428526,8.020176421
,9,1,2,7,186,471,17.5,-4.375,10.74929493,-4.157953337,4.963101383,3.73746343
,9,1,2,8,259,561,-15.21875,-11.6875,-9.565072951,-5.073807017,4.023456222,8.024330483
,9,1,2,9,468,691,1.4375,18,-3.1471722,9.981791,5.498030216,7.917330081
,9,1,2,10,379,702,-9.46875,15.59375,-7.201349788,10.55865589,3.446701161,5.672964496
,9,2,1,1,202,326,2.4375,8.3125,8.448510245,6.756901215,4.339350015,2.304692447
,9,2,1,2,367,431,-8.1875,2.9375,-0.48751937,6.640653082,10.23719523,2.864261709
,9,2,1,3,91,467,8.78125,1.8125,7.294784344,-1.064105794,1.678799528,3.966360927
,9,2,1,4,313,592,-5.4375,-5.25,-4.043017919,-5.083093112,3.168187809,1.429568856
,9,2,1,5,94,624,8.125,-6.65625,11.74987978,0.879112765,4.64353635,6.982255047
,9,2,1,6,120,740,5.125,-13.9375,8.15700567,-2.21396993,7.041250952,6.057633387
,9,2,1,7,342,773,15.21875,8.90625,2.651206836,-3.719098007,6.032282404,10.57758727
,9,2,1,8,399,776,13.46875,-7.5625,0.691909488,4.110887943,5.009181963,11.3086469
,9,2,1,9,324,845,7.53125,-15.09375,2.536638693,0.813875004,6.645037217,8.205718191
,9,2,1,10,452,869,17.53125,-1.1875,7.804313291,5.771868155,3.503139997,4.460176215
,9,2,2,1,274,278,12.03125,15.40625,9.062035046,4.659569934,3.417240665,2.236083316
,9,2,2,2,320,314,1.9375,16.9375,7.525687745,4.35837494,5.457496165,3.35925405
,9,2,2,3,257,344,16.78125,-0.8125,8.539025194,4.560546564,3.662677745,2.42398406
,9,2,2,4,322,406,5.25,-3.40625,3.993061253,-3.797394293,5.753595665,8.519483567
,9,2,2,5,374,707,-3.375,-16.34375,-2.251168433,-2.521474146,11.12582647,6.970692918
,9,2,2,6,430,711,7.78125,-13.34375,-6.967321986,-6.788318639,5.973929626,6.091004156
,9,2,2,7,463,720,-4.53125,-7.25,-7.496804126,-9.120961757,2.25855225,3.735316182
,9,2,2,8,338,733,-12.625,-13.6875,-8.7748139,-5.358745594,5.349778558,3.829445761
,9,2,2,9,453,773,7.6875,-1.125,-9.082822641,-7.254764453,4.45296366,4.289353356
,9,2,2,10,349,802,-16.84375,-1.5,-5.117407565,-0.312751153,11.12314356,4.614955824
,9,3,1,1,124,164,2.28125,12.25,0.599382564,5.986445508,3.188648261,4.047915208
,9,3,1,2,176,203,7.21875,3.8125,-1.857134729,2.037241567,6.598706292,2.444234941
,9,3,1,3,342,262,7.84375,-16.46875,4.033335863,-4.078353569,2.100202075,5.38664998
,9,3,1,4,444,295,-12.875,-3.84375,-2.958570113,-2.700947568,6.758662206,4.126168041
,9,3,1,5,460,352,-3.59375,-1.5625,-6.118837604,-0.922453369,4.762990575,2.723690544
,9,3,1,6,236,394,-8.15625,7.96875,-7.886556381,2.358233195,3.437692012,1.902422824
,9,3,1,7,474,415,4.1875,1.375,-7.570186569,1.345822698,4.491151796,2.708090917
,9,3,1,8,193,525,-16.78125,4.65625,-13.73394814,1.111492582,3.413021953,1.237772962
,9,3,1,9,115,795,12.5625,10.84375,7.100254012,9.54100307,3.008720137,3.370107358
,9,3,1,10,125,866,8.65625,15.65625,5.107802406,8.451205047,3.077509942,3.579157489
,9,3,2,1,312,351,-0.5625,16.6875,6.484360842,2.529226511,2.869310259,6.142092727
,9,3,2,2,396,387,-10.34375,13.53125,1.357530093,2.539640524,7.722203765,6.83843823
,9,3,2,3,200,392,16.375,9.53125,10.88462764,-1.845124492,2.466430561,2.870513275
,9,3,2,4,463,453,-15.03125,5.71875,-3.589012941,1.71538532,8.9408855,5.205665312
,9,3,2,5,169,478,20,0,10.50644593,-3.793223637,3.055645286,2.812307224
,9,3,2,6,461,526,-15.4375,-2.0625,-7.246108083,-0.865079652,6.82813619,4.074871056
,9,3,2,7,192,561,16.28125,-8.25,5.336840429,-6.213859993,6.899477942,1.266533947
,9,3,2,8,449,579,-14.28125,-7.875,-4.339549897,-3.709088399,7.41115976,3.709436118
,9,3,2,9,405,640,-9.34375,-14.8125,-6.17185424,-7.398268753,5.071852048,2.539364171
,9,3,2,10,316,653,2.21875,-17.28125,3.214867412,-6.116910029,7.695181861,3.593173028
,9,4,1,1,154,133,-7.71875,18.0625,-0.208627592,3.812931702,9.178436201,6.169282785
,9,4,1,2,262,139,-13.8125,10.21875,-6.283471013,6.363186849,3.704534027,2.459377769
,9,4,1,3,93,146,10.65625,5.59375,2.041422783,2.469744024,7.708144895,5.50317232
,9,4,1,4,128,215,18.5,4.09375,0.912895238,3.770390554,8.470817795,7.424084536
,9,4,1,5,100,430,-2.21875,16.34375,-2.08419127,-2.86877087,6.125712302,5.625641915
,9,4,1,6,181,431,-13.3125,-9.125,-4.10227067,-4.045323806,4.838302293,5.537278324
,9,4,1,7,243,447,-0.21875,-16.09375,-0.358581882,-5.188895163,10.01632717,4.189988248
,9,4,1,8,149,457,-10.75,2.375,-2.935776195,-4.038836941,6.619084403,5.620822966
,9,4,1,9,220,499,3.65625,-4.6875,-2.18415379,-3.887506684,6.543300965,4.62667131
,9,4,1,10,229,561,-7.65625,-3.375,-0.422991742,-3.871042176,9.213287068,4.870828213
,9,4,2,1,409,317,-0.1875,-4.78125,-2.385017808,-2.996903074,8.209493651,5.12526077
,9,4,2,2,301,421,-4.65625,8.8125,-3.810908456,3.089357939,4.736510728,5.460972259
,9,4,2,3,449,430,13.0625,0.21875,6.960844587,2.198949963,1.469755177,1.961232642
,9,4,2,4,370,497,-4.6875,12.84375,2.306840924,4.37783002,6.09012875,3.010864021
,9,4,2,5,148,549,4.53125,2.0625,1.916954483,3.283773114,6.385396233,6.967559
,9,4,2,6,221,565,-3.15625,5.53125,0.250649248,2.422131638,6.05036687,6.931698685
,9,4,2,7,415,574,4.40625,16.1875,5.398805553,2.398639124,4.152978446,3.502334278
,9,4,2,8,296,579,-14.65625,8.78125,-2.594169499,6.416072946,6.727902672,3.403415682
,9,4,2,9,120,624,4,-6.46875,5.775705668,1.269894519,5.86707204,8.284814617
,9,4,2,10,194,653,-3.96875,-3.71875,2.978560038,0.065226021,7.248936972,6.733940432
,9,5,1,1,91,163,18.1875,-2.5625,2.167369906,-6.667216402,11.15689252,2.509453514
,9,5,1,2,401,219,2.1875,-9.8125,-1.591733827,-5.110009806,4.123734703,8.926193338
,9,5,1,3,81,220,2.78125,-15.03125,1.925429616,-5.469653983,9.731743641,4.369679216
,9,5,1,4,244,235,-3.625,-9.5,-4.521711001,-5.341693217,3.535961533,4.737549783
,9,5,1,5,217,270,-1.125,11.15625,-0.150370232,5.580997298,4.644174105,8.186695322
,9,5,1,6,261,296,-11.15625,11.1875,-0.913473945,4.805821647,4.980279088,8.372528931
,9,5,1,7,430,474,2.53125,-12.28125,3.775664044,-5.864075187,3.828647738,5.347144233
,9,5,1,8,291,489,2.71875,17.90625,-0.261132989,0.002432011,4.135231309,6.363592179
,9,5,1,9,369,567,5.46875,-7.78125,3.413788357,-4.073284658,3.57557845,6.519273407
,9,5,1,10,311,785,2.21875,9.78125,3.462903526,6.870403495,4.805977304,3.240274314
,9,5,2,1,348,137,12.9375,-8.40625,6.403100513,-5.606017277,2.704445963,1.712761782
,9,5,2,2,428,302,12.40625,-3.46875,7.332017081,-6.390547449,2.896159225,2.708509761
,9,5,2,3,211,351,7,-1.1875,3.750945533,-2.784832985,4.500370522,2.715613838
,9,5,2,4,366,497,-1.34375,-17.28125,-8.859539786,-3.638094693,3.375944371,2.224542829
,9,5,2,5,430,509,10.25,-12.5625,-2.647274585,-2.715659047,6.281798532,3.477889297
,9,5,2,6,331,515,-8.4375,-11.96875,-7.497352656,-2.645737643,6.592398668,2.611763487
,9,5,2,7,462,540,15.15625,-3.34375,1.519998451,-2.514599503,6.908979848,4.465799812
,9,5,2,8,334,553,-8.90625,0,-1.649702984,-0.30389812,8.380516637,3.628639094
,9,5,2,9,451,580,11.96875,8.90625,0.804866719,0.052853341,8.615358719,3.879774252
,9,5,2,10,191,830,4.09375,14.9375,-0.425101319,9.139066333,6.006644881,2.490669585
,9,6,1,1,292,117,-6.0625,16.59375,-6.621683972,6.716180211,3.790290744,3.817038697
,9,6,1,2,296,161,20,0,8.23639967,-3.734712919,6.866479164,5.252250406
,9,6,1,3,324,167,16.5625,-1.03125,7.936069442,-2.555307695,7.304446395,3.765991405
,9,6,1,4,68,356,-16.15625,10.84375,-12.82754098,-2.820903431,2.722210452,5.608526191
,9,6,1,5,64,374,19.625,1,-3.552801114,1.176705145,12.05633406,4.89361502
,9,6,1,6,125,399,-16.125,-5.09375,-7.892875109,-1.916016529,8.328558636,5.219640472
,9,6,1,7,349,408,-7.71875,-13.1875,-12.11674394,-1.045966749,2.176447272,9.41157673
,9,6,1,8,225,631,-2.375,-1.59375,-3.795870754,-4.761813261,6.443243622,2.786507854
,9,6,1,9,430,689,1.5625,-18.5625,2.901902198,-7.10476475,10.04461863,2.742516627
,9,6,1,10,228,790,-2.5,-7.25,-3.496520683,-5.422820905,7.698115485,2.939952827
,9,6,2,1,365,183,-7.4375,-16.53125,-4.328687473,-7.539845841,2.567984415,3.880985388
,9,6,2,2,361,363,-16.5625,10.1875,-10.05227666,0.273898793,3.749100694,7.614395688
,9,6,2,3,84,365,-9,8.3125,-4.247756921,10.08566939,2.79200933,4.363623042
,9,6,2,4,413,452,9.78125,-15.09375,3.085328956,-10.59343565,4.909642968,2.99002923
,9,6,2,5,296,465,-10.8125,-6.4375,-8.56689872,0.65037558,5.614765447,1.894716426
,9,6,2,6,68,491,-3.1875,-19.53125,-0.010264022,3.217206065,1.32613345,9.787338835
,9,6,2,7,230,491,-8.46875,17.625,4.949316968,4.955217872,6.717680938,3.791151731
,9,6,2,8,163,494,6.4375,0.40625,5.968555337,7.069283216,4.72754318,4.539130686
,9,6,2,9,183,560,8.96875,-3.5625,3.973732176,3.76285223,5.81411146,6.464807018
,9,6,2,10,147,646,17.625,1.9375,11.48008745,5.72123123,4.552397536,2.041954672
,9,7,1,1,295,160,6.84375,9.875,-1.18002515,0.729267323,4.154161468,5.807610806
,9,7,1,2,146,233,6.75,8.4375,3.200328906,6.492824044,1.328086461,2.476921212
,9,7,1,3,307,405,5.4375,-13.09375,-3.177907423,-6.72887587,6.085379305,4.300481609
,9,7,1,4,294,452,8.875,-0.5,-0.320905945,-4.69039188,6.985907524,5.340826273
,9,7,1,5,123,516,4.78125,5.53125,3.083038871,2.281079449,5.236871181,2.737988997
,9,7,1,6,280,545,-0.1875,16.34375,1.219962169,3.632467879,2.809051826,3.554030667
,9,7,1,7,391,581,-3.0625,18.96875,3.605986729,5.215450612,6.589747995,2.423232276
,9,7,1,8,293,688,-1.40625,-7.28125,5.776972537,0.792410445,4.860456383,2.556242709
,9,7,1,9,211,777,-11.3125,-11.75,-2.083198059,-2.836295881,7.02464024,3.42098455
,9,7,1,10,390,785,13.40625,7.1875,8.690667079,1.988830698,3.037338637,1.747049168
,9,7,2,1,245,251,-9.875,13.6875,-1.437160578,-1.547296906,3.905489337,6.558513373
,9,7,2,2,187,257,0.875,-15.125,-3.477469455,-3.166135165,4.817957526,4.736384265
,9,7,2,3,401,300,7.71875,-15.25,2.851947821,-5.937818431,2.940052543,6.588545963
,9,7,2,4,208,351,-17.40625,-0.8125,-7.138745595,-1.606587507,2.044571225,3.438757691
,9,7,2,5,382,459,-5.40625,-8.71875,-1.065849287,9.855957945,1.276912689,6.129435779
,9,7,2,6,351,541,7.46875,7.34375,5.029531847,6.542014086,5.082637543,5.957240318
,9,7,2,7,424,547,-10.78125,12.8125,-1.711812332,8.385206893,1.636696038,5.08512753
,9,7,2,8,286,606,-3.96875,3.78125,-2.017595097,6.008964386,3.821085642,6.74375186
,9,7,2,9,167,686,-6.40625,-2.25,-2.204937731,-4.178763254,4.463449251,3.246770674
,9,7,2,10,283,741,-14.90625,12.34375,-4.704754669,4.238650124,1.425584526,1.566008302
,9,8,1,1,267,326,5.46875,-1.25,0.171607184,-0.175020542,6.661236498,1.46686867
,9,8,1,2,228,365,-9.90625,-2.84375,1.163848302,0.226927634,6.733603948,1.237413166
,9,8,1,3,240,390,-6.15625,-16.21875,1.985246512,0.407830237,7.48651442,1.289857599
,9,8,1,4,132,516,15.78125,-8.25,0.920459943,-0.948983301,7.170167032,1.83885676
,9,8,1,5,365,521,0.34375,-9.125,-1.506044577,-3.894414431,5.098782577,3.327067995
,9,8,1,6,193,524,4.8125,13.71875,4.097960589,-1.421564412,2.712222978,4.000101783
,9,8,1,7,105,587,-13.1875,3.03125,-6.472064705,2.001793413,6.212230374,2.01905409
,9,8,1,8,228,600,19.09375,4,8.717674006,0.937511609,3.344301791,2.210461745
,9,8,1,9,112,659,18.15625,6.34375,5.06039559,2.638326743,5.762478836,2.631878863
,9,8,1,10,432,738,10.125,4.75,6.717735729,2.099821778,1.749121039,1.317516473
,9,8,2,1,401,117,-10.46875,-15.40625,-6.724597583,-6.161859719,1.515626947,2.567681394
,9,8,2,2,337,221,-3.71875,-7.21875,-3.813651333,-4.100847251,4.405422204,3.24872384
,9,8,2,3,233,363,-3.96875,11.46875,2.606723989,1.490252983,4.157681726,6.490791489
,9,8,2,4,141,382,-4.9375,12.5,-0.768456077,7.183822349,2.541758401,1.191030147
,9,8,2,5,201,383,6.59375,2.6875,6.278959078,0.078362035,2.332975922,6.11314978
,9,8,2,6,455,393,1.21875,3.5,4.370167775,-0.931267433,4.226739582,5.805365941
,9,8,2,7,385,448,14.5,9.34375,8.051000127,1.845270118,3.197208164,2.815719567
,9,8,2,8,457,504,17.9375,6.5,8.028369616,4.219205026,2.07882969,2.578119605
,9,8,2,9,245,559,18.5625,-5.03125,8.049153913,-3.981332773,4.746578465,2.021579479
,9,8,2,10,246,802,-12.3125,6.28125,-8.824602795,4.891077355,2.239111958,1.91038392
,9,9,1,1,347,193,9.1875,-15.40625,0.065340724,0.534099238,6.102261962,10.778222
,9,9,1,2,404,215,5.53125,-5.4375,-1.540399761,1.247669559,6.65196254,11.28342787
,9,9,1,3,235,216,-3.90625,17.03125,-3.390497299,8.545285586,3.805076984,8.011087383
,9,9,1,4,385,282,-16.90625,9.5,-2.985268992,4.729403467,4.907435236,9.676325866
,9,9,1,5,319,295,-7.625,16.6875,-1.311403679,2.127683072,4.720766478,11.28505901
,9,9,1,6,133,300,-6.625,-11.71875,-0.757599794,-8.093911339,6.447650736,6.922161221
,9,9,1,7,71,374,10.84375,-1.125,9.546849202,-2.726811313,4.74643551,3.151499451
,9,9,1,8,358,516,-2.40625,17.34375,-1.194595092,9.349348858,1.810313098,5.524235099
,9,9,1,9,402,618,-9.4375,-2.21875,-8.146183521,-5.796487897,2.922540349,2.167239836
,9,9,1,10,186,704,6.34375,7.375,5.071392729,4.092818913,2.466260864,2.219943726
,9,9,2,1,403,209,-14.40625,-4.65625,-7.846520577,-3.135341982,1.387387187,1.744621729
